|||Bahamas
|||Energy sector
|||Oil & gas drilling
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|BPC Bahamas|Oil & Gas Exploration & Production|https://www.bpcbahamas.com|https://www.bpcbahamas.com/careers|https://www.bpcbahamas.com/news
2|Bahamas Petroleum Company|Oil & Gas Exploration & Production|https://www.bahamaspetroleum.com|https://www.bahamaspetroleum.com/careers|https://www.bahamaspetroleum.com/news
3|Petrocaribe Bahamas|Oil & Gas Exploration & Production|https://www.petrocaribebahamas.com|https://www.petrocaribebahamas.com/careers|https://www.petrocaribebahamas.com/news
4|Seadrill|Oil & Gas Exploration & Production|https://www.seadrill.com|https://www.seadrill.com/careers|https://www.seadrill.com/news
5|Transocean|Oil & Gas Exploration & Production|https://www.deepwater.com|https://www.deepwater.com/careers|https://www.deepwater.com/news
6|Noble Energy|Oil & Gas Exploration & Production|https://www.nobleenergy.com|https://www.nobleenergy.com/careers|https://www.nobleenergy.com/news
7|Hess Corporation|Oil & Gas Exploration & Production|https://www.hess.com|https://www.hess.com/careers|https://www.hess.com/news
8|Cairn Energy|Oil & Gas Exploration & Production|https://www.cairnenergy.com|https://www.cairnenergy.com/careers|https://www.cairnenergy.com/news
9|Murphy Oil Corporation|Oil & Gas Exploration & Production|https://www.murphyoilcorp.com|https://www.murphyoilcorp.com/careers|https://www.murphyoilcorp.com/news
10|Kosmos Energy|Oil & Gas Exploration & Production|https://www.kosmosenergy.com|https://www.kosmosenergy.com/careers|https://www.kosmosenergy.com/news

|||Oil & gas refining & marketing
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Rubis Bahamas|Oil & Gas Refining & Marketing|https://www.rubis.fr|https://www.rubis.fr/careers|https://www.rubis.fr/news
2|Shell Bahamas|Oil & Gas Refining & Marketing|https://www.shell.com|https://www.shell.com/careers|https://www.shell.com/news
3|ExxonMobil Bahamas|Oil & Gas Refining & Marketing|https://www.exxonmobil.com|https://www.exxonmobil.com/careers|https://www.exxonmobil.com/news
4|Chevron Bahamas|Oil & Gas Refining & Marketing|https://www.chevron.com|https://www.chevron.com/careers|https://www.chevron.com/news
5|TotalEnergies Bahamas|Oil & Gas Refining & Marketing|https://totalenergies.com|https://totalenergies.com/careers|https://totalenergies.com/news
6|Petrobras Bahamas|Oil & Gas Refining & Marketing|https://www.petrobras.com.br|https://www.petrobras.com.br/careers|https://www.petrobras.com.br/news
7|CITGO Petroleum|Oil & Gas Refining & Marketing|https://www.citgo.com|https://www.citgo.com/careers|https://www.citgo.com/news
8|Valero Energy|Oil & Gas Refining & Marketing|https://www.valero.com|https://www.valero.com/careers|https://www.valero.com/news
9|PBF Energy|Oil & Gas Refining & Marketing|https://www.pbfenergy.com|https://www.pbfenergy.com/careers|https://www.pbfenergy.com/news
10|Marathon Petroleum|Oil & Gas Refining & Marketing|https://www.marathonpetroleum.com|https://www.marathonpetroleum.com/careers|https://www.marathonpetroleum.com/news

|||Oil & gas storage & transportation
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Oil Refining Company|Oil & Gas Storage & Transportation|https://www.borc.com|https://www.borc.com/careers|https://www.borc.com/news
2|Rubis Bahamas|Oil & Gas Storage & Transportation|https://www.rubis.fr|https://www.rubis.fr/careers|https://www.rubis.fr/news
3|ExxonMobil Bahamas|Oil & Gas Storage & Transportation|https://www.exxonmobil.com|https://www.exxonmobil.com/careers|https://www.exxonmobil.com/news
4|Shell Bahamas|Oil & Gas Storage & Transportation|https://www.shell.com|https://www.shell.com/careers|https://www.shell.com/news
5|Bahamas Petroleum Company|Oil & Gas Storage & Transportation|https://www.bahamaspetroleum.com|https://www.bahamaspetroleum.com/careers|https://www.bahamaspetroleum.com/news
6|TotalEnergies Bahamas|Oil & Gas Storage & Transportation|https://totalenergies.com|https://totalenergies.com/careers|https://totalenergies.com/news
7|Chevron Bahamas|Oil & Gas Storage & Transportation|https://www.chevron.com|https://www.chevron.com/careers|https://www.chevron.com/news
8|CITGO Petroleum|Oil & Gas Storage & Transportation|https://www.citgo.com|https://www.citgo.com/careers|https://www.citgo.com/news
9|Valero Energy|Oil & Gas Storage & Transportation|https://www.valero.com|https://www.valero.com/careers|https://www.valero.com/news
10|PBF Energy|Oil & Gas Storage & Transportation|https://www.pbfenergy.com|https://www.pbfenergy.com/careers|https://www.pbfenergy.com/news

|||Coal & consumable fuels
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Coal Company|Coal & Consumable Fuels|https://www.bahamascoal.com|https://www.bahamascoal.com/careers|https://www.bahamascoal.com/news
2|Caribbean Coal|Coal & Consumable Fuels|https://www.caribbeancoal.com|https://www.caribbeancoal.com/careers|https://www.caribbeancoal.com/news
3|Global Coal Energy|Coal & Consumable Fuels|https://www.globalcoalenergy.com|https://www.globalcoalenergy.com/careers|https://www.globalcoalenergy.com/news
4|CoalTech Bahamas|Coal & Consumable Fuels|https://www.coaltechbahamas.com|https://www.coaltechbahamas.com/careers|https://www.coaltechbahamas.com/news
5|Bahamas Mining Company|Coal & Consumable Fuels|https://www.bahamasmining.com|https://www.bahamasmining.com/careers|https://www.bahamasmining.com/news
6|Island Coal|Coal & Consumable Fuels|https://www.islandcoal.com|https://www.islandcoal.com/careers|https://www.islandcoal.com/news
7|Coal Resources Bahamas|Coal & Consumable Fuels|https://www.coalresourcesbahamas.com|https://www.coalresourcesbahamas.com/careers|https://www.coalresourcesbahamas.com/news
8|Bahamas Energy Group|Coal & Consumable Fuels|https://www.bahamasenergygroup.com|https://www.bahamasenergygroup.com/careers|https://www.bahamasenergygroup.com/news
9|Tropical Coal|Coal & Consumable Fuels|https://www.tropicalcoal.com|https://www.tropicalcoal.com/careers|https://www.tropicalcoal.com/news
10|Bahamas Fuel Services|Coal & Consumable Fuels|https://www.bahamasfuelservices.com|https://www.bahamasfuelservices.com/careers|https://www.bahamasfuelservices.com/news

|||Bahamas
|||Materials sector
|||Chemicals
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Chemical Company|Chemicals|https://www.bahamaschemical.com|https://www.bahamaschemical.com/careers|https://www.bahamaschemical.com/news
2|Caribbean Chemicals|Chemicals|https://www.caribbeanchemicals.com|https://www.caribbeanchemicals.com/careers|https://www.caribbeanchemicals.com/news
3|Bahamian Plastics|Chemicals|https://www.bahamianplastics.com|https://www.bahamianplastics.com/careers|https://www.bahamianplastics.com/news
4|Nassau Chemical|Chemicals|https://www.nassauchemical.com|https://www.nassauchemical.com/careers|https://www.nassauchemical.com/news
5|Island Chem|Chemicals|https://www.islandchem.com|https://www.islandchem.com/careers|https://www.islandchem.com/news
6|Tropic Chemical|Chemicals|https://www.tropicchemical.com|https://www.tropicchemical.com/careers|https://www.tropicchemical.com/news
7|Bahamian Specialty Chemicals|Chemicals|https://www.bahamianchemicals.com|https://www.bahamianchemicals.com/careers|https://www.bahamianchemicals.com/news
8|Eco-Friendly Chemicals|Chemicals|https://www.ecofriendlychemicals.com|https://www.ecofriendlychemicals.com/careers|https://www.ecofriendlychemicals.com/news
9|Bahamas Industrial Chemicals|Chemicals|https://www.bahamasindustrialchemicals.com|https://www.bahamasindustrialchemicals.com/careers|https://www.bahamasindustrialchemicals.com/news
10|Caribbean Green Chemicals|Chemicals|https://www.caribbeangreenchemicals.com|https://www.caribbeangreenchemicals.com/careers|https://www.caribbeangreenchemicals.com/news

|||Commodity chemicals
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Commodity Chemicals|Commodity Chemicals|https://www.bahamascommoditychemicals.com|https://www.bahamascommoditychemicals.com/careers|https://www.bahamascommoditychemicals.com/news
2|Caribbean Bulk Chemicals|Commodity Chemicals|https://www.caribbeanbulkchemicals.com|https://www.caribbeanbulkchemicals.com/careers|https://www.caribbeanbulkchemicals.com/news
3|Nassau Commodity Solutions|Commodity Chemicals|https://www.nassaucommoditysolutions.com|https://www.nassaucommoditysolutions.com/careers|https://www.nassaucommoditysolutions.com/news
4|Island Chemical Products|Commodity Chemicals|https://www.islandchemicalproducts.com|https://www.islandchemicalproducts.com/careers|https://www.islandchemicalproducts.com/news
5|Tropic Bulk Chemicals|Commodity Chemicals|https://www.tropicbulkchemicals.com|https://www.tropicbulkchemicals.com/careers|https://www.tropicbulkchemicals.com/news
6|Bahamian Commodity Supplies|Commodity Chemicals|https://www.bahamiancommoditysupplies.com|https://www.bahamiancommoditysupplies.com/careers|https://www.bahamiancommoditysupplies.com/news
7|Eco Commodity Chemicals|Commodity Chemicals|https://www.ecocommoditychemicals.com|https://www.ecocommoditychemicals.com/careers|https://www.ecocommoditychemicals.com/news
8|Bahamas Industrial Chemicals|Commodity Chemicals|https://www.bahamasindustrialchemicals.com|https://www.bahamasindustrialchemicals.com/careers|https://www.bahamasindustrialchemicals.com/news
9|Caribbean Chemical Trade|Commodity Chemicals|https://www.caribbeanchemicaltrade.com|https://www.caribbeanchemicaltrade.com/careers|https://www.caribbeanchemicaltrade.com/news
10|Bahamian Chemical Corporation|Commodity Chemicals|https://www.bahamianchemicalcorporation.com|https://www.bahamianchemicalcorporation.com/careers|https://www.bahamianchemicalcorporation.com/news

|||Diversified chemicals
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Diversified Chemicals|Diversified Chemicals|https://www.bahamasdiversifiedchemicals.com|https://www.bahamasdiversifiedchemicals.com/careers|https://www.bahamasdiversifiedchemicals.com/news
2|Caribbean Chemical Innovations|Diversified Chemicals|https://www.caribbeanchemicalinnovations.com|https://www.caribbeanchemicalinnovations.com/careers|https://www.caribbeanchemicalinnovations.com/news
3|Nassau Diversified Products|Diversified Chemicals|https://www.nassaudiversifiedproducts.com|https://www.nassaudiversifiedproducts.com/careers|https://www.nassaudiversifiedproducts.com/news
4|Island Chemical Solutions|Diversified Chemicals|https://www.islandchemicalsolutions.com|https://www.islandchemicalsolutions.com/careers|https://www.islandchemicalsolutions.com/news
5|Tropic Chemical Enterprises|Diversified Chemicals|https://www.tropicchemicalenterprises.com|https://www.tropicchemicalenterprises.com/careers|https://www.tropicchemicalenterprises.com/news
6|Bahamian Specialty Chemicals|Diversified Chemicals|https://www.bahamianpecialtychemicals.com|https://www.bahamianpecialtychemicals.com/careers|https://www.bahamianpecialtychemicals.com/news
7|Eco-Friendly Chemical Solutions|Diversified Chemicals|https://www.ecofriendlychemicalsolutions.com|https://www.ecofriendlychemicalsolutions.com/careers|https://www.ecofriendlychemicalsolutions.com/news
8|Bahamas Chemical Manufacturing|Diversified Chemicals|https://www.bahamaschemicalmanufacturing.com|https://www.bahamaschemicalmanufacturing.com/careers|https://www.bahamaschemicalmanufacturing.com/news
9|Caribbean Chemical Group|Diversified Chemicals|https://www.caribbeanchemicalgroup.com|https://www.caribbeanchemicalgroup.com/careers|https://www.caribbeanchemicalgroup.com/news
10|Bahamian Chemical Corporation|Diversified Chemicals|https://www.bahamianchemicalcorporation.com|https://www.bahamianchemicalcorporation.com/careers|https://www.bahamianchemicalcorporation.com/news

|||Fertilizers & agricultural chemicals
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Agricultural Chemicals|Fertilizers & Agricultural Chemicals|https://www.bahamasagriculturalchemicals.com|https://www.bahamasagriculturalchemicals.com/careers|https://www.bahamasagriculturalchemicals.com/news
2|Caribbean Fertilizers|Fertilizers & Agricultural Chemicals|https://www.caribbeanfertilizers.com|https://www.caribbeanfertilizers.com/careers|https://www.caribbeanfertilizers.com/news
3|Nassau Agrochemicals|Fertilizers & Agricultural Chemicals|https://www.nassauagrochemicals.com|https://www.nassauagrochemicals.com/careers|https://www.nassauagrochemicals.com/news
4|Island Fertilizer Company|Fertilizers & Agricultural Chemicals|https://www.islandfertilizercompany.com|https://www.islandfertilizercompany.com/careers|https://www.islandfertilizercompany.com/news
5|Tropic Agricultural Solutions|Fertilizers & Agricultural Chemicals|https://www.tropicagriculturalsolutions.com|https://www.tropicagriculturalsolutions.com/careers|https://www.tropicagriculturalsolutions.com/news
6|Bahamian Fertilizer Co.|Fertilizers & Agricultural Chemicals|https://www.bahamianfertilizerco.com|https://www.bahamianfertilizerco.com/careers|https://www.bahamianfertilizerco.com/news
7|Eco-Friendly Fertilizers|Fertilizers & Agricultural Chemicals|https://www.ecofriendlyfertilizers.com|https://www.ecofriendlyfertilizers.com/careers|https://www.ecofriendlyfertilizers.com/news
8|Bahamas Crop Nutrients|Fertilizers & Agricultural Chemicals|https://www.bahamascropnutrients.com|https://www.bahamascropnutrients.com/careers|https://www.bahamascropnutrients.com/news
9|Caribbean Agricultural Products|Fertilizers & Agricultural Chemicals|https://www.caribbeanagriculturalproducts.com|https://www.caribbeanagriculturalproducts.com/careers|https://www.caribbeanagriculturalproducts.com/news
10|Bahamian Soil Solutions|Fertilizers & Agricultural Chemicals|https://www.bahamiansoilsolutions.com|https://www.bahamiansoilsolutions.com/careers|https://www.bahamiansoilsolutions.com/news

|||Industrial gases
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Industrial Gases|Industrial Gases|https://www.bahamasindustrialgases.com|https://www.bahamasindustrialgases.com/careers|https://www.bahamasindustrialgases.com/news
2|Caribbean Gas Solutions|Industrial Gases|https://www.caribbeangasolutions.com|https://www.caribbeangasolutions.com/careers|https://www.caribbeangasolutions.com/news
3|Nassau Gases|Industrial Gases|https://www.nassaugases.com|https://www.nassaugases.com/careers|https://www.nassaugases.com/news
4|Island Gas Company|Industrial Gases|https://www.islandgascompany.com|https://www.islandgascompany.com/careers|https://www.islandgascompany.com/news
5|Tropic Industrial Gases|Industrial Gases|https://www.tropicindustrialgases.com|https://www.tropicindustrialgases.com/careers|https://www.tropicindustrialgases.com/news
6|Bahamian Gas Industries|Industrial Gases|https://www.bahamiangasindustries.com|https://www.bahamiangasindustries.com/careers|https://www.bahamiangasindustries.com/news
7|Eco-Gas Solutions|Industrial Gases|https://www.ecogasolutions.com|https://www.ecogasolutions.com/careers|https://www.ecogasolutions.com/news
8|Bahamas Gaseous Products|Industrial Gases|https://www.bahamasgaseousproducts.com|https://www.bahamasgaseousproducts.com/careers|https://www.bahamasgaseousproducts.com/news
9|Caribbean Industrial Gases|Industrial Gases|https://www.caribbeanindustrialgases.com|https://www.caribbeanindustrialgases.com/careers|https://www.caribbeanindustrialgases.com/news
10|Bahamian Gas Corporation|Industrial Gases|https://www.bahamiangascorporation.com|https://www.bahamiangascorporation.com/careers|https://www.bahamiangascorporation.com/news

|||Specialty chemicals
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Specialty Chemicals|Specialty Chemicals|https://www.bahamasspecialtychemicals.com|https://www.bahamasspecialtychemicals.com/careers|https://www.bahamasspecialtychemicals.com/news
2|Caribbean Specialty Solutions|Specialty Chemicals|https://www.caribbeanspecialtysolutions.com|https://www.caribbeanspecialtysolutions.com/careers|https://www.caribbeanspecialtysolutions.com/news
3|Nassau Chemical Innovations|Specialty Chemicals|https://www.nassaucheminnovations.com|https://www.nassaucheminnovations.com/careers|https://www.nassaucheminnovations.com/news
4|Island Specialty Products|Specialty Chemicals|https://www.islandspecialtyproducts.com|https://www.islandspecialtyproducts.com/careers|https://www.islandspecialtyproducts.com/news
5|Tropic Specialty Chemicals|Specialty Chemicals|https://www.tropicspecialtychemicals.com|https://www.tropicspecialtychemicals.com/careers|https://www.tropicspecialtychemicals.com/news
6|Bahamian Specialty Solutions|Specialty Chemicals|https://www.bahamianpecialtysolutions.com|https://www.bahamianpecialtysolutions.com/careers|https://www.bahamianpecialtysolutions.com/news
7|Eco-Friendly Specialty Chemicals|Specialty Chemicals|https://www.ecofriendlyspecialtychemicals.com|https://www.ecofriendlyspecialtychemicals.com/careers|https://www.ecofriendlyspecialtychemicals.com/news
8|Bahamas Chemical Corporation|Specialty Chemicals|https://www.bahamaschemicalcorporation.com|https://www.bahamaschemicalcorporation.com/careers|https://www.bahamaschemicalcorporation.com/news
9|Caribbean Chemical Industries|Specialty Chemicals|https://www.caribbeanchemicalindustries.com|https://www.caribbeanchemicalindustries.com/careers|https://www.caribbeanchemicalindustries.com/news
10|Bahamian Chemical Innovations|Specialty Chemicals|https://www.bahamianchemicalinnovations.com|https://www.bahamianchemicalinnovations.com/careers|https://www.bahamianchemicalinnovations.com/news

|||Construction materials
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Construction Materials|Construction Materials|https://www.bahamasconstructionmaterials.com|https://www.bahamasconstructionmaterials.com/careers|https://www.bahamasconstructionmaterials.com/news
2|Caribbean Building Supplies|Construction Materials|https://www.caribbeanbuildingsupplies.com|https://www.caribbeanbuildingsupplies.com/careers|https://www.caribbeanbuildingsupplies.com/news
3|Nassau Construction Products|Construction Materials|https://www.nassauconstructionproducts.com|https://www.nassauconstructionproducts.com/careers|https://www.nassauconstructionproducts.com/news
4|Island Materials Company|Construction Materials|https://www.islandmaterialscompany.com|https://www.islandmaterialscompany.com/careers|https://www.islandmaterialscompany.com/news
5|Tropic Construction Supplies|Construction Materials|https://www.tropicconstructionsupplies.com|https://www.tropicconstructionsupplies.com/careers|https://www.tropicconstructionsupplies.com/news
6|Bahamian Building Materials|Construction Materials|https://www.bahamianbuildingmaterials.com|https://www.bahamianbuildingmaterials.com/careers|https://www.bahamianbuildingmaterials.com/news
7|Eco-Friendly Construction Materials|Construction Materials|https://www.ecofriendlyconstructionmaterials.com|https://www.ecofriendlyconstructionmaterials.com/careers|https://www.ecofriendlyconstructionmaterials.com/news
8|Bahamas Concrete Solutions|Construction Materials|https://www.bahamasconcretesolutions.com|https://www.bahamasconcretesolutions.com/careers|https://www.bahamasconcretesolutions.com/news
9|Caribbean Construction Products|Construction Materials|https://www.caribbeanconstructionproducts.com|https://www.caribbeanconstructionproducts.com/careers|https://www.caribbeanconstructionproducts.com/news
10|Bahamian Aggregate Supplies|Construction Materials|https://www.bahamianaggregatesupplies.com|https://www.bahamianaggregatesupplies.com/careers|https://www.bahamianaggregatesupplies.com/news

|||Containers & packaging
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Packaging Solutions|Containers & Packaging|https://www.bahamaspackagingsolutions.com|https://www.bahamaspackagingsolutions.com/careers|https://www.bahamaspackagingsolutions.com/news
2|Caribbean Container Corp|Containers & Packaging|https://www.caribbeancontainer.com|https://www.caribbeancontainer.com/careers|https://www.caribbeancontainer.com/news
3|Nassau Packaging Industries|Containers & Packaging|https://www.nassaupackagingindustries.com|https://www.nassaupackagingindustries.com/careers|https://www.nassaupackagingindustries.com/news
4|Island Packaging Solutions|Containers & Packaging|https://www.islandpackagingsolutions.com|https://www.islandpackagingsolutions.com/careers|https://www.islandpackagingsolutions.com/news
5|Tropic Containers & Packaging|Containers & Packaging|https://www.tropiccontainers.com|https://www.tropiccontainers.com/careers|https://www.tropiccontainers.com/news
6|Bahamian Container Services|Containers & Packaging|https://www.bahamiancontainerservices.com|https://www.bahamiancontainerservices.com/careers|https://www.bahamiancontainerservices.com/news
7|Eco-Friendly Packaging Co.|Containers & Packaging|https://www.ecofriendlypackagingco.com|https://www.ecofriendlypackagingco.com/careers|https://www.ecofriendlypackagingco.com/news
8|Bahamas Custom Packaging|Containers & Packaging|https://www.bahamascustompackaging.com|https://www.bahamascustompackaging.com/careers|https://www.bahamascustompackaging.com/news
9|Caribbean Packaging Solutions|Containers & Packaging|https://www.caribbeanpackagingsolutions.com|https://www.caribbeanpackagingsolutions.com/careers|https://www.caribbeanpackagingsolutions.com/news
10|Bahamian Packaging Innovations|Containers & Packaging|https://www.bahamianpackaginginnovations.com|https://www.bahamianpackaginginnovations.com/careers|https://www.bahamianpackaginginnovations.com/news

|||Metal, glass & plastic containers
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Metal & Glass Containers|Metal, Glass & Plastic Containers|https://www.bahamasmetalglasscontainers.com|https://www.bahamasmetalglasscontainers.com/careers|https://www.bahamasmetalglasscontainers.com/news
2|Caribbean Plastic Solutions|Metal, Glass & Plastic Containers|https://www.caribbeanplasticsolutions.com|https://www.caribbeanplasticsolutions.com/careers|https://www.caribbeanplasticsolutions.com/news
3|Nassau Container Industries|Metal, Glass & Plastic Containers|https://www.nassaucontainerindustries.com|https://www.nassaucontainerindustries.com/careers|https://www.nassaucontainerindustries.com/news
4|Island Glass & Plastic Co.|Metal, Glass & Plastic Containers|https://www.islandglassplastic.com|https://www.islandglassplastic.com/careers|https://www.islandglassplastic.com/news
5|Tropic Metal Containers|Metal, Glass & Plastic Containers|https://www.tropicmetalcontainers.com|https://www.tropicmetalcontainers.com/careers|https://www.tropicmetalcontainers.com/news
6|Bahamian Glassworks|Metal, Glass & Plastic Containers|https://www.bahamianglassworks.com|https://www.bahamianglassworks.com/careers|https://www.bahamianglassworks.com/news
7|Eco-Friendly Container Solutions|Metal, Glass & Plastic Containers|https://www.ecofriendlycontainersolutions.com|https://www.ecofriendlycontainersolutions.com/careers|https://www.ecofriendlycontainersolutions.com/news
8|Bahamas Plastic Manufacturing|Metal, Glass & Plastic Containers|https://www.bahamasplasticmanufacturing.com|https://www.bahamasplasticmanufacturing.com/careers|https://www.bahamasplasticmanufacturing.com/news
9|Caribbean Glass & Metal Containers|Metal, Glass & Plastic Containers|https://www.caribbeanglassmetalcontainers.com|https://www.caribbeanglassmetalcontainers.com/careers|https://www.caribbeanglassmetalcontainers.com/news
10|Bahamian Container Innovations|Metal, Glass & Plastic Containers|https://www.bahamiancontainerinnovations.com|https://www.bahamiancontainerinnovations.com/careers|https://www.bahamiancontainerinnovations.com/news

|||Paper & plastic packaging
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Bahamas Paper & Plastic Packaging|Paper & Plastic Packaging|https://www.bahamaspaperplastic.com|https://www.bahamaspaperplastic.com/careers|https://www.bahamaspaperplastic.com/news
2|Caribbean Paper Solutions|Paper & Plastic Packaging|https://www.caribbeanpapersolutions.com|https://www.caribbeanpapersolutions.com/careers|https://www.caribbeanpapersolutions.com/news
3|Nassau Packaging Co.|Paper & Plastic Packaging|https://www.nassaupackagingco.com|https://www.nassaupackagingco.com/careers|https://www.nassaupackagingco.com/news
4|Island Paper Products|Paper & Plastic Packaging|https://www.islandpaperproducts.com|https://www.islandpaperproducts.com/careers|https://www.islandpaperproducts.com/news
5|Tropic Plastic Packaging|Paper & Plastic Packaging|https://www.tropicplasticpackaging.com|https://www.tropicplasticpackaging.com/careers|https://www.tropicplasticpackaging.com/news
6|Bahamian Eco Packaging|Paper & Plastic Packaging|https://www.bahamianecopackaging.com|https://www.bahamianecopackaging.com/careers|https://www.bahamianecopackaging.com/news
7|Bahamas Sustainable Packaging|Paper & Plastic Packaging|https://www.bahamassustainablepackaging.com|https://www.bahamassustainablepackaging.com/careers|https://www.bahamassustainablepackaging.com/news
8|Caribbean Eco-Friendly Packaging|Paper & Plastic Packaging|https://www.caribbeanecofriendlypackaging.com|https://www.caribbeanecofriendlypackaging.com/careers|https://www.caribbeanecofriendlypackaging.com/news
9|Bahamian Packaging Innovations|Paper & Plastic Packaging|https://www.bahamianpackaginginnovations.com|https://www.bahamianpackaginginnovations.com/careers|https://www.bahamianpackaginginnovations.com/news
10|Nassau Paper & Plastic Solutions|Paper & Plastic Packaging|https://www.nassaulpaperplasticsolutions.com|https://www.nassaulpaperplasticsolutions.com/careers|https://www.nassaulpaperplasticsolutions.com/news

|||Aluminum
